area,standard,question_type,question,reason,round
MS-PS2,MS-PS2-1,recall,What does the word 'collision' mean in science?,fk_grade=3.8_out_of_band,3
MS-PS2,MS-PS2-1,recall,"In a collision between two objects, does the heavier object always exert a larger force on the lighter object?",fk_grade=11.1_out_of_band,3
MS-PS2,MS-PS2-2,recall,What is net force?,fk_grade=-2.2_out_of_band,3
MS-PS2,MS-PS2-2,recall,What is Newton's Second Law of Motion?,fk_grade=4.0_out_of_band,3
MS-PS2,MS-PS2-2,recall,What does 'inertia' mean?,fk_grade=3.7_out_of_band,3
MS-PS2,MS-PS2-2,recall,What are balanced forces?,fk_grade=3.7_out_of_band,3
MS-PS2,MS-PS2-2,recall,What is acceleration?,fk_grade=13.1_out_of_band,3
MS-PS2,MS-PS2-3,recall,What is a magnetic field?,fk_grade=2.9_out_of_band,3
MS-PS2,MS-PS2-3,recall,What is an electric force?,fk_grade=2.9_out_of_band,3
MS-PS2,MS-PS2-3,recall,What does it mean for an object to have an electric charge?,fk_grade=3.8_out_of_band,3
MS-PS2,MS-PS2-3,recall,What are the two poles of a magnet called?,fk_grade=1.0_out_of_band,3
MS-PS2,MS-PS2-5,recall,What is a force field in science?,fk_grade=0.6_out_of_band,3
MS-PS2,MS-PS2-5,recall,What is a magnetic field?,fk_grade=2.9_out_of_band,3
MS-PS2,MS-PS2-5,recall,What does the term 'non-contact force' mean?,fk_grade=2.3_out_of_band,3
MS-PS2,MS-PS2-5,recall,What is an electric field?,fk_grade=2.9_out_of_band,3
MS-PS2,MS-PS2-4,conceptual,Why does gravity always pull objects toward each other instead of pushing them apart?,fk_grade=9.3_out_of_band,3
MS-PS2,MS-PS2-1,applied,"If a small car and a large truck collide head-on, which vehicle experiences a greater force from the crash?",fk_grade=9.2_out_of_band,3
MS-PS2,MS-PS2-3,applied,"If you double the number of coils of wire wrapped around an iron nail when making an electromagnet, what do you think will happen to its ability to pick up paper clips?",fk_grade=14.2_out_of_band,3
MS-PS2,MS-PS2-5,applied,"If you hold the north end of one magnet close to the north end of another magnet without letting them touch, what happens, and what is pushing them apart?",fk_grade=11.2_out_of_band,3
MS-PS2,MS-PS2-5,applied,"If you rub a balloon on your hair and then slowly bring it close to a small pile of paper scraps without touching them, what do you predict will happen and why?",fk_grade=11.3_out_of_band,3
MS-PS2,MS-PS2-5,applied,"A skydiver jumps from a plane and immediately starts falling toward Earth before opening a parachute. Since nothing is physically touching the skydiver and pulling them down, what is causing them to fall?",fk_grade=10.5_out_of_band,3
MS-PS3,MS-PS3-1,recall,What is kinetic energy?,fk_grade=9.6_out_of_band,3
MS-PS3,MS-PS3-1,recall,What is the formula for kinetic energy?,fk_grade=9.1_out_of_band,3
MS-PS3,MS-PS3-1,recall,What are the two factors that determine how much kinetic energy a moving object has?,fk_grade=9.1_out_of_band,3
MS-PS3,MS-PS3-2,recall,What is potential energy?,fk_grade=9.6_out_of_band,3
MS-PS3,MS-PS3-2,recall,What is gravitational potential energy?,fk_grade=17.0_out_of_band,3
MS-PS3,MS-PS3-2,recall,What does it mean for objects to 'interact at a distance'?,fk_grade=4.8_out_of_band,3
MS-PS3,MS-PS3-2,recall,Name two examples of forces that can act at a distance.,fk_grade=4.8_out_of_band,3
MS-PS3,MS-PS3-2,recall,What happens to the gravitational potential energy stored in a system when an object is moved to a greater height?,fk_grade=11.1_out_of_band,3
MS-PS3,MS-PS3-2,recall,What is elastic potential energy?,fk_grade=12.3_out_of_band,3
MS-PS3,MS-PS3-2,recall,"In science, what is a 'system'?",fk_grade=2.5_out_of_band,3
MS-PS3,MS-PS3-2,recall,"In science, what is a model?",fk_grade=2.5_out_of_band,3
MS-PS3,MS-PS3-4,recall,What is temperature a measure of?,fk_grade=4.5_out_of_band,3
MS-PS3,MS-PS3-4,recall,What is heat transfer?,fk_grade=0.7_out_of_band,3
MS-PS3,MS-PS3-4,recall,What is specific heat capacity?,fk_grade=10.0_out_of_band,3
MS-PS3,MS-PS3-4,recall,What is kinetic energy?,fk_grade=9.6_out_of_band,3
MS-PS3,MS-PS3-4,recall,"If two objects are made of the same material but one has more mass, which one requires more energy to heat up by the same amount?",fk_grade=10.4_out_of_band,3
MS-PS3,MS-PS3-5,recall,What is kinetic energy?,fk_grade=9.6_out_of_band,3
MS-PS3,MS-PS3-5,recall,What does it mean to transfer energy?,fk_grade=4.0_out_of_band,3
MS-PS3,MS-PS3-5,recall,What is the formula used to calculate kinetic energy?,fk_grade=10.2_out_of_band,3
MS-PS3,MS-PS3-1,conceptual,Why does a heavier object moving at the same speed as a lighter object have more kinetic energy?,fk_grade=9.8_out_of_band,3
MS-PS3,MS-PS3-1,conceptual,Why does doubling the speed of an object increase its kinetic energy more than doubling its mass does?,fk_grade=9.8_out_of_band,3
MS-PS3,MS-PS3-1,conceptual,Why does a slow-moving boulder have more kinetic energy than a fast-moving tennis ball?,fk_grade=10.1_out_of_band,3
MS-PS3,MS-PS3-1,conceptual,"Why does a car's kinetic energy keep increasing as it speeds up on the highway, even if the mass stays the same?",fk_grade=9.1_out_of_band,3
MS-PS3,MS-PS3-4,conceptual,"Why do some materials, like metal, feel hotter than others, like wood, even when they are the same temperature?",fk_grade=9.2_out_of_band,3
MS-PS3,MS-PS3-5,conceptual,Why does a moving bowling ball slow down after it hits the pins?,fk_grade=4.0_out_of_band,3
MS-PS3,MS-PS3-1,applied,"A bowling ball and a tennis ball are rolling toward you at the same speed. Which one has more kinetic energy, and why?",fk_grade=4.8_out_of_band,3
MS-PS3,MS-PS3-1,applied,"If a skateboarder doubles her speed going down a ramp, what happens to her kinetic energy?",fk_grade=9.1_out_of_band,3
MS-PS3,MS-PS3-4,applied,"If you heat equal masses of water and cooking oil on the stove using the same burner for the same amount of time, which one will reach a higher temperature?",fk_grade=11.8_out_of_band,3
MS-PS4,MS-PS4-1,recall,What is the amplitude of a wave?,fk_grade=2.3_out_of_band,3
MS-PS4,MS-PS4-1,recall,What is wavelength?,fk_grade=1.3_out_of_band,3
MS-PS4,MS-PS4-1,recall,What is the frequency of a wave?,fk_grade=2.3_out_of_band,3
MS-PS4,MS-PS4-1,recall,What is a transverse wave?,fk_grade=0.5_out_of_band,3
MS-PS4,MS-PS4-1,recall,What is the period of a wave?,fk_grade=2.3_out_of_band,3
MS-PS4,MS-PS4-2,recall,What does it mean when a wave is reflected?,fk_grade=2.3_out_of_band,3
MS-PS4,MS-PS4-2,recall,What does it mean when a wave is absorbed by a material?,fk_grade=4.8_out_of_band,3
MS-PS4,MS-PS4-2,recall,What happens to light waves when they strike a mirror?,fk_grade=2.5_out_of_band,3
MS-PS4,MS-PS4-2,recall,What is the law of reflection?,fk_grade=2.5_out_of_band,3
MS-PS4,MS-PS4-2,recall,"What is a medium, as it relates to waves?",fk_grade=3.7_out_of_band,3
MS-PS4,MS-PS4-3,recall,What does it mean to 'digitize' a signal?,fk_grade=3.8_out_of_band,3
MS-PS4,MS-PS4-3,recall,What is 'noise' in the context of signal transmission?,fk_grade=5.0_out_of_band,3
MS-PS4,MS-PS4-3,recall,Why are digital signals less affected by noise than analog signals?,fk_grade=9.1_out_of_band,3
MS-PS4,MS-PS4-3,recall,What are the two values used to represent information in a digital signal?,fk_grade=9.4_out_of_band,3
MS-PS4,MS-PS4-3,recall,What is a pixel?,fk_grade=0.7_out_of_band,3
MS-PS4,MS-PS4-3,recall,What does 'binary' mean?,fk_grade=3.7_out_of_band,3
MS-PS4,MS-PS4-3,recall,What is one example of a technology that transmits information using digital signals?,fk_grade=13.1_out_of_band,3
MS-PS4,MS-PS4-1,conceptual,Why does a loud sound hurt your ears but a quiet sound does not?,fk_grade=2.5_out_of_band,3
MS-PS4,MS-PS4-1,conceptual,Why does a big ocean wave knock you down while a small ripple does not?,fk_grade=3.6_out_of_band,3
MS-PS4,MS-PS4-1,conceptual,Why is it important for engineers to know that higher-amplitude waves carry more energy when designing buildings in earthquake zones?,fk_grade=12.9_out_of_band,3
MS-PS4,MS-PS4-2,conceptual,Why does a mirror reflect light instead of letting it pass through?,fk_grade=4.8_out_of_band,3
MS-PS4,MS-PS4-2,conceptual,Why can you see through glass but not through a wooden door?,fk_grade=1.9_out_of_band,3
MS-PS4,MS-PS4-2,conceptual,Why does a dark-colored shirt make you feel hotter in the sun than a white shirt?,fk_grade=4.7_out_of_band,3
MS-PS4,MS-PS4-2,conceptual,"Why does a smooth, hard floor reflect sound and make a room feel echoey, while carpet does not?",fk_grade=4.5_out_of_band,3
MS-PS4,MS-PS4-2,conceptual,Why does a thin piece of tissue paper let light through while a thick book does not?,fk_grade=4.2_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,Why are digital signals less affected by noise than analog signals?,fk_grade=9.1_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,"Why does an analog signal get worse the farther it travels, while a digital signal stays accurate?",fk_grade=9.8_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,How does converting sound into a digital signal help preserve the quality of a music recording?,fk_grade=11.3_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,"Why can digital signals be copied perfectly, while analog copies always lose some quality?",fk_grade=11.8_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,How does error-checking work in digital signals to make sure the information received is correct?,fk_grade=9.9_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,Why is it easier to store digital information than analog information?,fk_grade=13.4_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,How does sampling rate affect how accurately a digital signal represents the original analog signal?,fk_grade=14.6_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,Why do radio stations that broadcast digitally sound clearer than those broadcasting on traditional analog frequencies?,fk_grade=15.0_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,How does using binary code (0s and 1s) make it easier for machines to process and transmit information reliably?,fk_grade=12.3_out_of_band,3
MS-PS4,MS-PS4-3,conceptual,Why does interference from other electronic devices cause more problems for analog signals than for digital signals?,fk_grade=13.9_out_of_band,3
MS-PS4,MS-PS4-2,applied,Why does a microwave oven heat food inside a closed metal box without the microwaves escaping into the kitchen?,fk_grade=11.1_out_of_band,3
MS-PS4,MS-PS4-2,applied,"Why can you hear someone talking in the next room even when the door is closed, but you can barely hear them when there is a thick concrete wall between you?",fk_grade=10.6_out_of_band,3
MS-PS4,MS-PS4-3,applied,"If you copy a digital music file from one computer to another 10 times in a row, how will the sound quality of the final copy compare to the original?",fk_grade=14.2_out_of_band,3
MS-PS4,MS-PS4-3,applied,"When your grandparents describe how old vinyl records would get scratchy and distorted after being played many times, what does that tell you about analog signals compared to digital audio files?",fk_grade=15.9_out_of_band,3
MS-PS4,MS-PS4-3,applied,"A photographer takes the same picture with a film camera and a digital camera, then both images are sent across the country. Which image is more likely to arrive looking exactly like the original, and why?",fk_grade=10.8_out_of_band,3
MS-LS1,MS-LS1-1,recall,What is a cell?,fk_grade=-2.2_out_of_band,3
MS-LS1,MS-LS1-1,recall,What is the name for an organism made of only one cell?,fk_grade=4.8_out_of_band,3
MS-LS1,MS-LS1-1,recall,What do we call an organism that is made of many cells?,fk_grade=4.8_out_of_band,3
MS-LS1,MS-LS1-1,recall,What is the cell theory?,fk_grade=0.5_out_of_band,3
MS-LS1,MS-LS1-2,recall,What is the cell membrane?,fk_grade=0.5_out_of_band,3
MS-LS1,MS-LS1-2,recall,What does the nucleus do in a cell?,fk_grade=2.3_out_of_band,3
MS-LS1,MS-LS1-2,recall,What is a cell organelle?,fk_grade=0.5_out_of_band,3
MS-LS1,MS-LS1-2,recall,What is the function of the cell wall in a plant cell?,fk_grade=1.9_out_of_band,3
MS-LS1,MS-LS1-3,recall,What is a tissue?,fk_grade=0.7_out_of_band,3
MS-LS1,MS-LS1-3,recall,What is an organ system?,fk_grade=2.9_out_of_band,3
MS-LS1,MS-LS1-3,recall,What is the smallest unit of organization in the human body?,fk_grade=9.1_out_of_band,3
MS-LS1,MS-LS1-3,recall,What is an organ?,fk_grade=0.7_out_of_band,3
MS-LS1,MS-LS1-4,recall,What is pollination?,fk_grade=9.2_out_of_band,3
MS-LS1,MS-LS1-4,recall,What is seed dispersal?,fk_grade=3.7_out_of_band,3
MS-LS1,MS-LS1-5,recall,What does the word 'nutrient' mean in science?,fk_grade=3.8_out_of_band,3
MS-LS1,MS-LS1-6,recall,What is photosynthesis?,fk_grade=13.1_out_of_band,3
MS-LS1,MS-LS1-6,recall,What are the raw materials (reactants) a plant needs to carry out photosynthesis?,fk_grade=10.4_out_of_band,3
MS-LS1,MS-LS1-6,recall,In which part of a plant cell does photosynthesis take place?,fk_grade=4.8_out_of_band,3
MS-LS1,MS-LS1-7,recall,What is cellular respiration?,fk_grade=12.5_out_of_band,3
MS-LS1,MS-LS1-7,recall,What are the building blocks that make up proteins in the body?,fk_grade=3.8_out_of_band,3
MS-LS1,MS-LS1-7,recall,What do we call the molecules that speed up chemical reactions in the body without being used up themselves?,fk_grade=9.8_out_of_band,3
MS-LS1,MS-LS1-8,recall,What is a stimulus?,fk_grade=3.7_out_of_band,3
MS-LS1,MS-LS1-2,conceptual,Why does the cell membrane need to control what enters and leaves the cell?,fk_grade=4.2_out_of_band,3
MS-LS1,MS-LS1-2,conceptual,How does the nucleus act like a control center for the cell?,fk_grade=4.8_out_of_band,3
MS-LS1,MS-LS1-2,conceptual,Why do plant cells have chloroplasts but animal cells do not?,fk_grade=4.8_out_of_band,3
MS-LS1,MS-LS1-3,conceptual,How does the digestive system working together with the circulatory system help keep your body's cells alive?,fk_grade=11.9_out_of_band,3
MS-LS1,MS-LS1-6,conceptual,Why do plants need sunlight to make their own food?,fk_grade=1.3_out_of_band,3
MS-LS1,MS-LS1-8,conceptual,"Why do your eyes automatically blink when something flies toward your face, even before you decide to blink?",fk_grade=9.1_out_of_band,3
MS-LS1,MS-LS1-8,conceptual,How does your brain turn information from your senses into a memory you can recall later?,fk_grade=9.1_out_of_band,3
MS-LS1,MS-LS1-6,applied,"A farmer wants her crops to grow faster, so she adds extra carbon dioxide to her greenhouse. Why would that help the plants grow more?",fk_grade=4.4_out_of_band,3
MS-LS2,MS-LS2-1,recall,What is a population in ecology?,fk_grade=10.4_out_of_band,3
MS-LS2,MS-LS2-2,recall,What is a predator-prey relationship?,fk_grade=10.0_out_of_band,3
MS-LS2,MS-LS2-2,recall,What is mutualism?,fk_grade=13.1_out_of_band,3
MS-LS2,MS-LS2-2,recall,What is commensalism?,fk_grade=9.2_out_of_band,3
MS-LS2,MS-LS2-2,recall,What is a symbiotic relationship?,fk_grade=12.3_out_of_band,3
MS-LS2,MS-LS2-3,recall,What is the difference between a food chain and a food web?,fk_grade=3.8_out_of_band,3
MS-LS2,MS-LS2-3,recall,What does the term 'trophic level' mean?,fk_grade=2.3_out_of_band,3
MS-LS2,MS-LS2-4,recall,What is a population in an ecosystem?,fk_grade=9.1_out_of_band,3
MS-LS2,MS-LS2-4,recall,What is carrying capacity?,fk_grade=12.5_out_of_band,3
MS-LS2,MS-LS2-4,recall,What is a keystone species?,fk_grade=2.9_out_of_band,3
MS-LS2,MS-LS2-4,recall,What does empirical evidence mean in science?,fk_grade=9.1_out_of_band,3
MS-LS2,MS-LS2-5,recall,What is biodiversity?,fk_grade=17.0_out_of_band,3
MS-LS2,MS-LS2-5,recall,What are ecosystem services?,fk_grade=12.5_out_of_band,3
MS-LS2,MS-LS2-5,recall,What is a keystone species?,fk_grade=2.9_out_of_band,3
MS-LS2,MS-LS2-5,recall,What is a seed bank?,fk_grade=-1.8_out_of_band,3
MS-LS2,MS-LS2-5,recall,What does the term 'invasive species' mean?,fk_grade=4.0_out_of_band,3
MS-LS2,MS-LS2-5,recall,What is a captive breeding program?,fk_grade=4.5_out_of_band,3
MS-LS2,MS-LS2-5,recall,What is a protected area (such as a nature reserve or national park) designed to do for ecosystems?,fk_grade=11.1_out_of_band,3
MS-LS2,MS-LS2-1,conceptual,Why do plants grow taller and faster when they get more sunlight?,fk_grade=3.8_out_of_band,3
MS-LS2,MS-LS2-2,conceptual,Why do ecosystems with more biodiversity tend to recover more quickly after a disturbance like a fire or drought?,fk_grade=12.9_out_of_band,3
MS-LS2,MS-LS2-2,conceptual,"How does removing a top predator, like wolves, change the interactions among other organisms in an ecosystem?",fk_grade=13.3_out_of_band,3
MS-LS2,MS-LS2-4,conceptual,Why does removing a top predator from an ecosystem cause the populations of other animals to change?,fk_grade=11.9_out_of_band,3
MS-LS2,MS-LS2-4,conceptual,How does a drought affect the populations of animals living in an ecosystem?,fk_grade=10.4_out_of_band,3
MS-LS2,MS-LS2-2,applied,"If wolves are removed from a forest ecosystem, what would most likely happen to the deer population and then to the plants the deer eat?",fk_grade=10.7_out_of_band,3
MS-LS2,MS-LS2-3,applied,"If all the decomposers like bacteria and fungi were removed from a forest ecosystem, what would happen to the nutrients in dead leaves and fallen trees over time?",fk_grade=13.9_out_of_band,3
MS-LS3,MS-LS3-1,recall,What is a gene?,fk_grade=-2.2_out_of_band,3
MS-LS3,MS-LS3-1,recall,What is a mutation?,fk_grade=3.7_out_of_band,3
MS-LS3,MS-LS3-1,recall,What is a protein?,fk_grade=0.7_out_of_band,3
MS-LS3,MS-LS3-1,recall,What molecule carries the instructions for making proteins?,fk_grade=9.7_out_of_band,3
MS-LS3,MS-LS3-1,recall,What does it mean when a mutation is described as harmful?,fk_grade=4.8_out_of_band,3
MS-LS3,MS-LS3-1,recall,What does it mean when a mutation is described as neutral?,fk_grade=4.8_out_of_band,3
MS-LS3,MS-LS3-1,recall,What is a beneficial mutation?,fk_grade=10.0_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is asexual reproduction?,fk_grade=15.5_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is sexual reproduction?,fk_grade=12.5_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is a gene?,fk_grade=-2.2_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is a gamete?,fk_grade=0.7_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is fertilization?,fk_grade=13.1_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is a clone?,fk_grade=-2.2_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is genetic variation?,fk_grade=12.5_out_of_band,3
MS-LS3,MS-LS3-2,recall,What type of cell division produces identical copies of a cell?,fk_grade=9.1_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is a zygote?,fk_grade=0.7_out_of_band,3
MS-LS3,MS-LS3-2,recall,Why do offspring from sexual reproduction look different from both parents?,fk_grade=10.2_out_of_band,3
MS-LS3,MS-LS3-2,recall,What is a mutation?,fk_grade=3.7_out_of_band,3
MS-LS3,MS-LS3-2,recall,How many parents are needed for asexual reproduction?,fk_grade=12.6_out_of_band,3
MS-LS3,MS-LS3-2,recall,What does the term 'identical genetic information' mean?,fk_grade=11.1_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,How can a mutation in DNA end up being neutral — having no effect on the organism at all?,fk_grade=10.4_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,How can a mutation be beneficial to an organism?,fk_grade=10.2_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,Why do mutations that affect proteins in critical organs tend to be more harmful than mutations in less active cells?,fk_grade=10.5_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,How does a mutation that adds or removes a single DNA base cause more damage than one that just swaps one base for another?,fk_grade=10.0_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,Why are chromosomes important to understanding how mutations are passed on?,fk_grade=10.2_out_of_band,3
MS-LS3,MS-LS3-1,conceptual,How does a mutation that prevents a protein from being made at all differ in its effect from one that produces a slightly altered protein?,fk_grade=11.6_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why do offspring from asexual reproduction have the exact same genetic information as their parent?,fk_grade=13.1_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why does sexual reproduction produce offspring that are not identical to either parent?,fk_grade=12.2_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why is genetic variation among offspring important for a species' survival?,fk_grade=13.4_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How does fertilization restore the full number of chromosomes in an organism?,fk_grade=11.7_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why do identical twins have the same genetic information?,fk_grade=10.2_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How does a strawberry plant growing new plants from runners count as asexual reproduction?,fk_grade=10.1_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why does a bacterium that reproduces by splitting in two produce offspring identical to itself?,fk_grade=12.3_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How does the random shuffling of chromosomes during meiosis lead to genetic variation?,fk_grade=12.2_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why are cloned animals genetically identical to the animal they were cloned from?,fk_grade=10.4_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why can sexual reproduction produce so many different combinations of traits in offspring?,fk_grade=13.1_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How does a hydra reproducing by budding result in offspring with identical DNA?,fk_grade=12.2_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How do chromosomes from two parents get passed to an offspring during sexual reproduction?,fk_grade=10.1_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why does asexual reproduction produce offspring faster but with less genetic variety than sexual reproduction?,fk_grade=17.0_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,How does crossing over during meiosis increase genetic variation in offspring?,fk_grade=13.4_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why do offspring produced by sexual reproduction inherit traits from both parents instead of just one?,fk_grade=10.6_out_of_band,3
MS-LS3,MS-LS3-2,conceptual,Why might an organism that only reproduces asexually struggle to survive if its environment suddenly changes?,fk_grade=15.7_out_of_band,3
MS-LS3,MS-LS3-1,applied,"Sickle cell disease happens when a mutation changes one 'letter' in the gene for hemoglobin, the protein that carries oxygen in red blood cells. How does that tiny gene change end up affecting the shape of a person's red blood cells?",fk_grade=9.4_out_of_band,3
MS-LS4,MS-LS4-1,recall,What is a fossil?,fk_grade=0.7_out_of_band,3
MS-LS4,MS-LS4-1,recall,What does the word 'extinction' mean in science?,fk_grade=3.8_out_of_band,3
MS-LS4,MS-LS4-1,recall,What is the fossil record?,fk_grade=2.9_out_of_band,3
MS-LS4,MS-LS4-1,recall,What are index fossils?,fk_grade=3.7_out_of_band,3
MS-LS4,MS-LS4-1,recall,What does the principle of superposition say about rock layers and fossils?,fk_grade=9.7_out_of_band,3
MS-LS4,MS-LS4-1,recall,What is a paleontologist?,fk_grade=12.5_out_of_band,3
MS-LS4,MS-LS4-2,recall,What are homologous structures?,fk_grade=9.6_out_of_band,3
MS-LS4,MS-LS4-2,recall,What is a fossil?,fk_grade=0.7_out_of_band,3
MS-LS4,MS-LS4-3,recall,What is an embryo?,fk_grade=3.7_out_of_band,3
MS-LS4,MS-LS4-3,recall,What is embryology?,fk_grade=13.1_out_of_band,3
MS-LS4,MS-LS4-3,recall,What does it mean for two species to share a common ancestor?,fk_grade=4.8_out_of_band,3
MS-LS4,MS-LS4-3,recall,What is the term for body structures in different species that are similar because they were inherited from a shared ancestor?,fk_grade=11.7_out_of_band,3
MS-LS4,MS-LS4-3,recall,Why do scientists compare embryos of different species instead of just comparing fully grown adults?,fk_grade=12.3_out_of_band,3
MS-LS4,MS-LS4-4,recall,What is a genetic variation?,fk_grade=10.0_out_of_band,3
MS-LS4,MS-LS4-4,recall,What is a trait?,fk_grade=-2.2_out_of_band,3
MS-LS4,MS-LS4-4,recall,What does 'survival of the fittest' mean in science?,fk_grade=3.7_out_of_band,3
MS-LS4,MS-LS4-4,recall,What is a population in biology?,fk_grade=10.4_out_of_band,3
MS-LS4,MS-LS4-5,recall,What does the term 'GMO' stand for?,fk_grade=-1.1_out_of_band,3
MS-LS4,MS-LS4-5,recall,What is genetic engineering?,fk_grade=12.5_out_of_band,3
MS-LS4,MS-LS4-5,recall,What is CRISPR?,fk_grade=-2.6_out_of_band,3
MS-LS4,MS-LS4-5,recall,What is artificial insemination in the context of animal breeding?,fk_grade=13.1_out_of_band,3
MS-LS4,MS-LS4-6,recall,What is natural selection?,fk_grade=9.6_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why do scientists use the fossil record to learn about organisms that no longer exist?,fk_grade=9.9_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How do scientists figure out approximately how old a fossil is?,fk_grade=9.1_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why is the fossil record considered incomplete?,fk_grade=9.1_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How does the fossil record show that species have gone extinct?,fk_grade=4.8_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How can fossils show that life on Earth has changed over time?,fk_grade=2.9_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why do some rock layers contain fossils of ocean animals even when found far inland or on mountains?,fk_grade=9.1_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How does the fossil record show biodiversity has changed throughout Earth's history?,fk_grade=10.7_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,"How do trace fossils, like footprints or burrows, give scientists information about ancient life?",fk_grade=10.1_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why is it important that the fossil record shows a progression from simpler to more complex organisms over time?,fk_grade=11.7_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How can fossils of very similar organisms found on different continents be explained?,fk_grade=12.2_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why do transitional fossils matter for understanding the history of life?,fk_grade=11.2_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How does finding the same type of fossil in the same rock layer across different locations help scientists?,fk_grade=9.8_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why do scientists look for patterns across many fossils rather than drawing conclusions from just one fossil?,fk_grade=10.5_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,Why might certain environments preserve fossils better than others?,fk_grade=10.2_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How does the sudden appearance of many new species in the fossil record after an extinction event make sense?,fk_grade=10.5_out_of_band,3
MS-LS4,MS-LS4-1,conceptual,How does comparing the structure of fossil organisms to living organisms help scientists classify them?,fk_grade=13.9_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,Why do scientists compare the bones in a human arm to the bones in a whale's flipper when studying evolution?,fk_grade=9.9_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,Why do organisms that are closely related tend to look more similar to each other than organisms that are distantly related?,fk_grade=13.4_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,How can fossils help scientists figure out how modern animals are related to each other?,fk_grade=9.9_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,"Why do some animals that are not closely related, like sharks and dolphins, have similar body shapes?",fk_grade=9.1_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,"How does having the same basic bone structure in very different limbs, like a bat's wing and a cat's paw, tell us those animals are related?",fk_grade=10.9_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,Why might scientists think two animals are closely related if they find similar structures that no longer seem to have a useful function?,fk_grade=11.8_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,How does comparing the anatomy of a fossil fish to a modern amphibian help explain how animals first moved onto land?,fk_grade=12.3_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,"Why do scientists say that the more anatomical features two organisms share, the more recently they likely shared a common ancestor?",fk_grade=13.4_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,"How can the presence of similar embryonic structures in fish, birds, and mammals tell us something about their evolutionary history?",fk_grade=14.0_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,Why is it important to look at internal bone structure rather than just outward appearance when determining if two organisms are related?,fk_grade=13.9_out_of_band,3
MS-LS4,MS-LS4-2,conceptual,How does finding a fossil with both reptile and bird features help scientists understand how birds evolved?,fk_grade=9.1_out_of_band,3
