question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-ESS2-058,MS-ESS2,MS-ESS2-4,applied,Why does a river keep flowing even when it hasn't rained in several weeks?,"Groundwater stored underground slowly seeps into rivers and streams, keeping them flowing between rainstorms. Water that soaked into the ground earlier is gradually released by gravity, feeding the river from below.",claude-4.6-sonnet-thinking,5.88
MS-ESS2-059,MS-ESS2,MS-ESS2-4,applied,Why does snow on a mountain keep streams flowing throughout the summer even after winter is over?,"Gravity and warmer temperatures cause the snowpack to melt slowly over the summer, releasing water that flows downhill into streams and rivers. Snow-capped mountains act as natural water storage that feeds waterways long after precipitation has fallen.",claude-4.6-sonnet-thinking,8.39
MS-ESS2-060,MS-ESS2,MS-ESS2-4,applied,"Why does a puddle on the playground disappear faster on a windy, sunny day than on a calm, cloudy day?","Sunlight provides energy that speeds up evaporation by giving water molecules enough energy to escape into the air, and wind carries the water vapor away so the air above the puddle doesn't become saturated. Less solar energy and no wind on a calm, cloudy day means evaporation happens much more slowly.",claude-4.6-sonnet-thinking,8.73
MS-ESS2-061,MS-ESS2,MS-ESS2-5,applied,"If a cold air mass moves into your town and pushes out a warm air mass, what kind of weather change would you most likely see?","You would likely see temperatures drop quickly, and the clash between the two air masses could bring storms, rain, or strong winds along the cold front.",claude-4.6-sonnet-thinking,8.17
MS-ESS2-062,MS-ESS2,MS-ESS2-5,applied,"You notice the sky turning dark and stormy right after a day of warm, humid weather. What does this suggest is happening with the air masses in your area?","It suggests a cold air mass is moving in and colliding with the warm, moist air mass, forcing the warm air upward and causing clouds and storms to form along the front.",claude-4.6-sonnet-thinking,6.75
MS-ESS2-063,MS-ESS2,MS-ESS2-5,applied,A meteorologist says two air masses are meeting over your state but neither one is moving much. What kind of weather pattern would you expect to last for several days?,"This describes a stationary front, which often brings prolonged cloudy skies, steady rain or drizzle, and little change in temperature for several days until one air mass finally pushes the other away.",claude-4.6-sonnet-thinking,7.57
MS-ESS2-064,MS-ESS2,MS-ESS2-5,applied,It is a hot summer day and a fast-moving cold air mass suddenly slides under the warm air in your area. What type of severe weather might quickly develop?,"Thunderstorms or even tornadoes could quickly develop because the cold air rapidly lifts the warm, humid air, creating strong updrafts that fuel intense storm systems.",claude-4.6-sonnet-thinking,7.15
MS-ESS2-065,MS-ESS2,MS-ESS2-5,applied,"You are tracking weather data for a school project and you notice air pressure dropping steadily over three days. Based on air mass interactions, what weather should you predict is coming?","Dropping air pressure usually means a low-pressure system and a warm or occluded front are approaching, which typically brings clouds, precipitation, and stormy weather.",claude-4.6-sonnet-thinking,8.35
MS-ESS2-066,MS-ESS2,MS-ESS2-6,applied,"A sailor in the Northern Hemisphere wants to use prevailing winds to travel west across the ocean near the equator. Which direction should the winds be blowing to help the ship, and why do those winds exist?","Near the equator, the trade winds blow from east to west, so the sailor would be carried westward. These winds form because warm air rises at the equator, and as cooler air flows in from higher latitudes to replace it, Earth's rotation (the Coriolis effect) deflects the air to the right in the Northern Hemisphere, producing northeast trade winds.",claude-4.6-sonnet-thinking,8.21
MS-ESS3-001,MS-ESS3,MS-ESS3-1,recall,What is groundwater?,"Groundwater is water that has soaked into the ground and is stored in the spaces between rocks and soil particles underground, often in layers called aquifers.",claude-4.6-sonnet-thinking,5.25
MS-ESS3-002,MS-ESS3,MS-ESS3-1,recall,What does the term 'nonrenewable resource' mean?,"A nonrenewable resource is a natural resource that forms much more slowly than it is used, so it cannot be replaced within a human lifetime; fossil fuels and most mineral ores are examples.",claude-4.6-sonnet-thinking,7.37
MS-ESS3-003,MS-ESS3,MS-ESS3-2,recall,"What does the term 'tsunami' mean, and what usually causes one?","A tsunami is a series of large ocean waves most commonly caused by an underwater earthquake, volcanic eruption, or landslide that displaces a large amount of water.",claude-4.6-sonnet-thinking,6.94
MS-ESS3-004,MS-ESS3,MS-ESS3-2,recall,What does it mean to 'mitigate' the effects of a natural hazard?,"To mitigate the effects of a natural hazard means to reduce or lessen the damage and harm it causes, often through technologies, warning systems, or building designs.",claude-4.6-sonnet-thinking,6.79
MS-ESS3-005,MS-ESS3,MS-ESS3-2,recall,What does 'forecasting' a natural hazard mean?,"Forecasting a natural hazard means using scientific data and patterns to predict when, where, and how severely a hazard such as a hurricane or flood might occur in the future.",claude-4.6-sonnet-thinking,7.37
MS-ESS3-006,MS-ESS3,MS-ESS3-3,recall,What is an indicator species?,"An indicator species is a plant or animal whose presence, absence, or health in an environment signals the overall condition of that ecosystem, helping scientists monitor environmental change.",claude-4.6-sonnet-thinking,7.6
MS-ESS3-007,MS-ESS3,MS-ESS3-3,recall,What is the difference between point source pollution and nonpoint source pollution?,"Point source pollution comes from a single, identifiable location such as a factory pipe or sewage outlet, while nonpoint source pollution comes from many spread-out sources, like fertilizer runoff from farms across a wide area.",claude-4.6-sonnet-thinking,8.76
MS-ESS3-008,MS-ESS3,MS-ESS3-4,recall,What does 'per-capita consumption' mean?,Per-capita consumption means the average amount of resources used per person in a population. It is calculated by dividing the total resource use by the number of people.,claude-4.6-sonnet-thinking,7.6
MS-ESS3-009,MS-ESS3,MS-ESS3-4,recall,How does burning fossil fuels affect Earth's atmosphere?,"Burning fossil fuels releases carbon dioxide and other greenhouse gases into the atmosphere, which contribute to the greenhouse effect and climate change.",claude-4.6-sonnet-thinking,8.18
MS-ESS3-010,MS-ESS3,MS-ESS3-4,recall,"What is freshwater, and why is it considered a limited resource?","Freshwater is water that contains very low concentrations of salt and is suitable for drinking and agriculture. It is limited because only about 3% of Earth's water is fresh, and much of that is locked in glaciers or underground.",claude-4.6-sonnet-thinking,8.01
MS-ESS3-011,MS-ESS3,MS-ESS3-5,recall,"What is methane, and why is it important to climate science?","Methane is a potent greenhouse gas released from sources such as livestock digestion, landfills, and natural gas leaks. It traps more heat per molecule than carbon dioxide.",claude-4.6-sonnet-thinking,5.86
MS-ESS3-012,MS-ESS3,MS-ESS3-5,recall,What does the term 'global average temperature' mean?,Global average temperature is the calculated average of temperature measurements taken across Earth's land and ocean surfaces. Scientists use it to track long-term changes in Earth's climate.,claude-4.6-sonnet-thinking,6.71
MS-ESS3-013,MS-ESS3,MS-ESS3-1,conceptual,Why are coal deposits only found in certain layers of rock and not spread evenly through Earth's crust?,"Coal forms from ancient plant material that was buried, compressed, and heated over millions of years. Because forests only grew in specific places and times in Earth's history, coal deposits are concentrated in the rock layers that formed in those specific environments.",claude-4.6-sonnet-thinking,7.82
MS-ESS3-014,MS-ESS3,MS-ESS3-1,conceptual,Why do large oil and gas deposits form underground instead of at Earth's surface?,"Oil and gas form when ancient marine organisms are buried under sediment, where heat and pressure over millions of years convert them into hydrocarbons. The overlying rock layers trap these fluids underground, preventing them from escaping to the surface.",claude-4.6-sonnet-thinking,6.73
MS-ESS3-015,MS-ESS3,MS-ESS3-1,conceptual,How does plate tectonics cause some regions to have more mineral resources than others?,"Tectonic activity such as volcanic eruptions, subduction, and mountain building concentrates minerals through heat and fluid movement in specific zones. Areas near plate boundaries often have rich mineral deposits because these processes occur most intensely there.",claude-4.6-sonnet-thinking,8.41
MS-ESS3-016,MS-ESS3,MS-ESS3-1,conceptual,How did ancient shallow seas lead to the large oil deposits we drill for today?,"Millions of years ago, microscopic marine organisms died and sank to the bottoms of shallow seas, where they were buried under layers of sediment. Over time, heat and pressure transformed their organic remains into oil and natural gas, which became trapped in the rock below where those seas once existed.",claude-4.6-sonnet-thinking,5.99
MS-ESS3-017,MS-ESS3,MS-ESS3-2,conceptual,Why are early warning systems for tsunamis placed in the ocean rather than on land?,"Tsunamis are triggered by underwater earthquakes or landslides, and they travel across the ocean before reaching shore. Ocean sensors detect the pressure wave of a tsunami early, giving people on land more time to evacuate before the wave arrives.",claude-4.6-sonnet-thinking,5.99
MS-ESS3-018,MS-ESS3,MS-ESS3-2,conceptual,"Why does building a house on solid bedrock make it safer during an earthquake than building on loose, sandy soil?","Loose, sandy soil can liquefy or shake intensely during an earthquake, causing buildings to sink or collapse. Solid bedrock transmits seismic waves more steadily, so structures built on it experience less violent shaking and are less likely to be damaged.",claude-4.6-sonnet-thinking,8.73
MS-ESS3-019,MS-ESS3,MS-ESS3-3,conceptual,How does planting trees along riverbanks help reduce water pollution from farms?,"Tree roots absorb excess fertilizers and chemicals before they wash into the river, acting as a natural filter. This process, called a riparian buffer, reduces the amount of harmful nutrients that cause algae blooms in the water.",claude-4.6-sonnet-thinking,7.77
MS-ESS3-020,MS-ESS3,MS-ESS3-3,conceptual,How does setting catch limits for fish help prevent the collapse of a fish population?,"Catch limits are set below the rate at which the fish can reproduce, so the population can replace what is removed. Without limits, overfishing removes fish faster than they can reproduce, causing the population to crash.",claude-4.6-sonnet-thinking,7.57
MS-ESS3-021,MS-ESS3,MS-ESS3-3,conceptual,How does monitoring soil erosion rates help farmers protect the land for future crops?,"Erosion data shows how quickly the top layer of nutrient-rich soil is being lost. If erosion rates are too high, farmers can adopt practices like contour plowing or cover crops to slow soil loss and maintain fertile land.",claude-4.6-sonnet-thinking,8.41
MS-ESS3-022,MS-ESS3,MS-ESS3-3,conceptual,Why does switching from coal power plants to solar panels help reduce acid rain?,"Burning coal releases sulfur dioxide and nitrogen oxides into the atmosphere, which combine with water vapor to form acid rain that damages forests and aquatic ecosystems. Solar panels generate electricity without burning fuel, so they release none of these gases.",claude-4.6-sonnet-thinking,6.73
MS-ESS3-023,MS-ESS3,MS-ESS3-4,conceptual,Why does a growing human population lead to more forests being cut down?,"As the population grows, more land is needed for farms, homes, and roads, so forests are cleared to make space. This deforestation removes trees that absorb carbon dioxide and provide habitat for wildlife, disrupting Earth's ecosystems.",claude-4.6-sonnet-thinking,7.63
MS-ESS3-024,MS-ESS3,MS-ESS3-4,conceptual,How does a rising human population cause soil to become less fertile over time?,"More people require more food, so farmland is farmed more intensively and more often without allowing soil time to recover. This overuse depletes nutrients in the soil and can lead to erosion, making the land less productive.",claude-4.6-sonnet-thinking,8.41
MS-ESS3-025,MS-ESS3,MS-ESS3-4,conceptual,Why does increased mining to meet the needs of a growing population damage Earth's systems?,"Mining removes rock and minerals from the ground, which can destroy habitats, contaminate nearby water sources with chemicals, and cause land to erode or collapse. The disturbance to land and water affects the surrounding ecosystems.",claude-4.6-sonnet-thinking,8.35
MS-ESS3-026,MS-ESS3,MS-ESS3-4,conceptual,How does greater per-capita production of waste affect Earth's land and water systems?,"When people consume more products, they generate more trash and chemical waste. If this waste is not properly managed, it can leach harmful substances into soil and groundwater, polluting ecosystems and harming organisms that depend on them.",claude-4.6-sonnet-thinking,8.54
MS-ESS3-027,MS-ESS3,MS-ESS3-4,conceptual,How does urban sprawl caused by population growth affect the water cycle?,"As cities expand, natural land is replaced with pavement and buildings, which prevent rainwater from soaking into the ground. Instead, water runs off quickly into storm drains, reducing groundwater recharge and increasing the risk of flooding.",claude-4.6-sonnet-thinking,7.77
MS-ESS3-028,MS-ESS3,MS-ESS3-5,conceptual,Why does burning fossil fuels cause global temperatures to go up?,"Burning fossil fuels releases large amounts of carbon dioxide into the atmosphere. Carbon dioxide is a greenhouse gas that traps heat, so more of it means more heat is retained and temperatures rise.",claude-4.6-sonnet-thinking,6.94
MS-ESS3-029,MS-ESS3,MS-ESS3-5,conceptual,How does methane from livestock farming add to global warming?,"Cows and other livestock produce methane during digestion, releasing it into the atmosphere. Methane is a very powerful greenhouse gas that traps much more heat per molecule than carbon dioxide, contributing to rising temperatures.",claude-4.6-sonnet-thinking,6.01
MS-ESS3-030,MS-ESS3,MS-ESS3-5,conceptual,"Why does land use change, like turning forests into farmland or cities, lead to warmer temperatures?","Forests and natural land absorb carbon dioxide and reflect some sunlight, helping to keep temperatures lower. When land is converted to farms or cities, less CO2 is absorbed and surfaces absorb more heat, contributing to local and global warming.",claude-4.6-sonnet-thinking,8.35
MS-ESS3-031,MS-ESS3,MS-ESS3-5,conceptual,Why do darker surfaces like open ocean or bare soil cause more warming when Arctic ice melts?,"White ice reflects sunlight back into space, but dark ocean water or soil absorbs much more of the sun's energy as heat. As global temperatures melt Arctic ice, these darker surfaces are exposed, absorbing more heat and causing even more warming in a process called the ice-albedo feedback.",claude-4.6-sonnet-thinking,7.7
MS-ESS3-032,MS-ESS3,MS-ESS3-1,applied,"A farmer notices that the well on their land has plenty of water, but their neighbor's well just a few miles away has run dry. What geoscience process could explain this difference?","The difference is likely due to uneven distribution of aquifers underground. The farmer's land may sit above a porous rock layer that holds groundwater, while the neighbor's land may be over impermeable rock that doesn't store water well.",claude-4.6-sonnet-thinking,6.88
MS-ESS3-033,MS-ESS3,MS-ESS3-1,applied,"A mining company wants to find coal. Would they be better off searching in an area that was once a tropical swamp millions of years ago, or in an area that was once a desert? Why?","They should search in the area that was once a tropical swamp, because coal forms from compressed and heated plant material that built up in ancient swampy environments. Desert regions don't produce the thick layers of plant matter needed to form coal.",claude-4.6-sonnet-thinking,7.82
MS-ESS3-034,MS-ESS3,MS-ESS3-1,applied,"A city gets all its drinking water from a river fed by mountain snowmelt. If the mountains in that region stopped receiving snowfall for several years, what would most likely happen to the city's water supply?","The city's water supply would shrink significantly because there would be less snowmelt flowing into the river each spring and summer. Without snowpack acting as a natural reservoir, the river would carry much less water during dry seasons.",claude-4.6-sonnet-thinking,8.47
MS-ESS3-035,MS-ESS3,MS-ESS3-1,applied,A student notices that a map of major copper mines shows most of them are located along the edges of tectonic plates. Why would plate boundaries be a good place to look for copper deposits?,"At tectonic plate boundaries, especially subduction zones, intense heat and pressure force hot, mineral-rich fluids through cracks in the rock. As these fluids cool, copper and other metals are deposited in concentrated amounts, forming ore deposits that can be mined.",claude-4.6-sonnet-thinking,8.43
MS-ESS3-036,MS-ESS3,MS-ESS3-2,applied,Scientists have data showing that a certain river floods every 10 years on average. A developer wants to build a school right next to the river. What does the flood data suggest about whether this is a safe location?,"The flood data suggests it is not a safe location because there is a predictable pattern of flooding, meaning the school would likely face flood damage within a decade; the school should be built on higher ground away from the flood zone.",claude-4.6-sonnet-thinking,7.33
MS-ESS3-037,MS-ESS3,MS-ESS3-2,applied,An engineer is designing a new building in a city that has a history of strong earthquakes. How should the earthquake data from that region change the way the building is constructed?,"The earthquake data should be used to design the building with flexible materials and deep foundations that can absorb shaking, which reduces the chance the building will collapse during a future earthquake.",claude-4.6-sonnet-thinking,7.98
MS-ESS3-038,MS-ESS3,MS-ESS3-2,applied,A coastal town installs sensors on the ocean floor that detect sudden underwater earthquakes. How would these sensors help protect people on shore?,"If an underwater earthquake triggers a tsunami, the sensors detect the event immediately and send alerts to the shore, giving people enough warning time to move to higher ground before the waves arrive.",claude-4.6-sonnet-thinking,7.36
MS-ESS3-039,MS-ESS3,MS-ESS3-2,applied,"Geologists notice that a hillside has loose, wet soil after several days of heavy rain. Using this data, what prediction can they make, and what should they recommend to people living below the hill?","Geologists can predict that a landslide is likely because saturated soil becomes unstable, so they should recommend that residents evacuate the area until the soil dries out and the risk decreases.",claude-4.6-sonnet-thinking,8.74
MS-ESS3-040,MS-ESS3,MS-ESS3-2,applied,A community near the coast uses maps showing past tsunami flood zones to decide where to build a new hospital. Why is building outside the tsunami flood zone the safer choice?,"Past tsunami flood zone maps show where water has reached before, and tsunamis tend to affect the same low-lying coastal areas repeatedly, so building outside those zones protects the hospital and its patients from future tsunami damage.",claude-4.6-sonnet-thinking,7.96
MS-ESS3-041,MS-ESS3,MS-ESS3-2,applied,Farmers in a region have 50 years of rainfall data showing that drought occurs roughly every 8 years. How should city planners use this data when designing the town's water storage system?,"City planners should design reservoirs and water storage large enough to supply the town during a drought year, since the data predicts droughts will happen regularly and the town needs enough stored water to last through those dry periods.",claude-4.6-sonnet-thinking,8.72
MS-ESS3-042,MS-ESS3,MS-ESS3-3,applied,A school parking lot has oil stains that wash into a storm drain during rain. What could the school install to minimize that pollution from reaching a nearby pond?,"The school could install a bioswale—a shallow channel filled with plants and gravel—between the parking lot and the storm drain. As water flows through, the plants and soil trap oil and other pollutants before the water reaches the pond.",claude-4.6-sonnet-thinking,5.93
MS-ESS3-043,MS-ESS3,MS-ESS3-3,applied,"A city wants to reduce the urban heat island effect caused by so many roads and buildings. How could planting trees be used as a design solution, and how would you measure whether it is working?","Trees provide shade and release water vapor, which cools the surrounding air. You could use temperature sensors in areas with new tree plantings and compare those readings to areas without trees over several seasons to measure the cooling effect.",claude-4.6-sonnet-thinking,7.82
MS-ESS3-044,MS-ESS3,MS-ESS3-3,applied,A student notices that a pond near a farm turns green with algae every summer. What measurement could the student take to monitor the nutrient levels that are causing the algae bloom?,"The student could test the pond water for nitrate and phosphate concentrations using a water testing kit. High levels of these nutrients, likely coming from fertilizer runoff, indicate conditions that cause algae to grow rapidly.",claude-4.6-sonnet-thinking,8.72
MS-ESS3-045,MS-ESS3,MS-ESS3-4,applied,A family switches from driving one car to owning three cars. How does this change their impact on air quality compared to before?,"Owning three cars means burning more gasoline and releasing more carbon dioxide and other pollutants into the atmosphere, worsening air quality. The higher per-capita consumption of fuel increases the family's contribution to air pollution and greenhouse gas emissions.",claude-4.6-sonnet-thinking,5.83
MS-ESS3-046,MS-ESS3,MS-ESS3-4,applied,A coastal city grows rapidly and builds many new neighborhoods near a freshwater lake. How could this affect the lake's water quality?,"More people means more sewage, fertilizer runoff, and surface pollutants draining into the lake, which can cause algae blooms and reduce oxygen levels for aquatic life. The increased demand for water can also lower the lake's water level over time.",claude-4.6-sonnet-thinking,7.47
MS-ESS3-047,MS-ESS3,MS-ESS3-4,applied,"If every person in a country starts eating twice as much beef as they used to, how would demand for land likely change?","Raising cattle requires large amounts of land for grazing and growing feed crops, so demand for land would increase significantly. This could lead to deforestation or conversion of natural habitats to agricultural land, reducing biodiversity and affecting carbon storage.",claude-4.6-sonnet-thinking,8.77
MS-ESS3-048,MS-ESS3,MS-ESS3-4,applied,"A river is used for drinking water by a city of 100,000 people. If the city grows to 500,000 people but water use per person stays the same, what challenge does the river face?","The river would need to supply five times as much water, which could deplete its flow significantly. This can harm river ecosystems, reduce water available for downstream users, and potentially cause the river to run dry during dry seasons.",claude-4.6-sonnet-thinking,6.66
MS-ESS3-049,MS-ESS3,MS-ESS3-5,applied,Imagine a farmer clears a large forest to create more farmland. How does removing those trees affect global temperatures?,"Trees absorb CO2 through photosynthesis, so removing them means less CO2 is taken out of the atmosphere. This leaves more CO2 to trap heat, which contributes to rising global temperatures.",claude-4.6-sonnet-thinking,7.37
MS-ESS3-050,MS-ESS3,MS-ESS3-5,applied,"If you leave your car parked in the sun with the windows rolled up, the inside gets much hotter than the outside. How is this similar to what greenhouse gases do to Earth?","The car windows let sunlight in but trap the heat inside, just like greenhouse gases let solar energy reach Earth's surface but prevent heat from escaping back into space. Both cause temperatures to rise above normal levels.",claude-4.6-sonnet-thinking,5.51
MS-ESS3-051,MS-ESS3,MS-ESS3-5,applied,A country switches most of its electricity production from coal plants to solar panels. What would you predict happens to that country's CO2 emissions?,"CO2 emissions would decrease significantly because solar panels generate electricity without burning fossil fuels. Less CO2 in the atmosphere means less heat is trapped, slowing the rise in global temperatures.",claude-4.6-sonnet-thinking,8.27
MS-ESS3-052,MS-ESS3,MS-ESS3-5,applied,"A ranch raises millions of cattle, and cows release methane when they digest food. How does expanding cattle farming worldwide affect global temperatures?","Methane is a powerful greenhouse gas, so more cattle means more methane released into the atmosphere. This increases the greenhouse effect and contributes to higher global temperatures.",claude-4.6-sonnet-thinking,8.39
MS-ESS3-053,MS-ESS3,MS-ESS3-5,applied,"When people burn down tropical rainforests and the wood also catches fire, CO2 is released into the air. Why does this make the problem of rising global temperatures even worse than just cutting the trees down?","Burning the wood releases all the carbon stored in the trees directly into the atmosphere as CO2 all at once, instead of it being released slowly over time. This rapid release adds a large amount of greenhouse gas quickly, speeding up the warming effect.",claude-4.6-sonnet-thinking,8.8
MS-ETS1-001,MS-ETS1,MS-ETS1-1,recall,What are 'constraints' in an engineering design problem?,"Constraints are the limits or restrictions placed on a design solution, such as limits on cost, available materials, size, time, or safety requirements.",claude-4.6-sonnet-thinking,8.18
MS-ETS1-002,MS-ETS1,MS-ETS1-1,recall,What does it mean to 'define' a design problem in engineering?,"To define a design problem means to clearly state what needs to be solved, what the solution must do, and what limits apply, so that a successful solution can be developed.",claude-4.6-sonnet-thinking,6.94
MS-ETS1-003,MS-ETS1,MS-ETS1-1,recall,What is a 'trade-off' in engineering design?,"A trade-off is when improving one part of a design requires accepting something less desirable in another part, such as making a product stronger but heavier.",claude-4.6-sonnet-thinking,7.37
MS-ETS1-004,MS-ETS1,MS-ETS1-2,recall,What is a design constraint in engineering?,"A design constraint is a limitation placed on a solution, such as limits on cost, materials, size, or time available to build it.",claude-4.6-sonnet-thinking,7.37
MS-ETS1-005,MS-ETS1,MS-ETS1-2,recall,What does it mean to 'evaluate' a design solution?,To evaluate a design solution means to judge or assess how well it meets the criteria and constraints of the problem using evidence and a systematic process.,claude-4.6-sonnet-thinking,7.59
MS-ETS1-006,MS-ETS1,MS-ETS1-2,recall,What is a 'competing design solution'?,"A competing design solution is one of two or more different designs that are all trying to solve the same problem, so they can be compared against each other.",claude-4.6-sonnet-thinking,8.38
MS-ETS1-007,MS-ETS1,MS-ETS1-2,recall,What is a prototype in engineering?,A prototype is an early model or sample of a design that is built and tested to see how well it works before a final version is made.,claude-4.6-sonnet-thinking,8.38
MS-ETS1-008,MS-ETS1,MS-ETS1-2,recall,What does the term 'iterative design process' mean?,"The iterative design process means repeatedly testing, evaluating, and improving a design based on results, going through multiple cycles of refinement.",claude-4.6-sonnet-thinking,6.71
MS-ETS1-009,MS-ETS1,MS-ETS1-2,recall,Why is it important to test all competing designs under the same conditions?,Testing under the same conditions ensures a fair comparison so that differences in results are due to the designs themselves and not differences in testing conditions.,claude-4.6-sonnet-thinking,8.54
MS-ETS1-010,MS-ETS1,MS-ETS1-2,recall,What is the engineering design process?,"The engineering design process is a series of steps engineers use to solve problems, including defining the problem, researching, brainstorming, building, testing, and improving solutions.",claude-4.6-sonnet-thinking,8.38
MS-ETS1-011,MS-ETS1,MS-ETS1-3,recall,What does it mean to 'optimize' a design solution?,"To optimize a design means to improve it so it meets the criteria for success as well as possible, often by combining the best features from different solutions.",claude-4.6-sonnet-thinking,6.28
MS-ETS1-012,MS-ETS1,MS-ETS1-3,recall,What does it mean to compare design solutions?,Comparing design solutions means looking at data from tests to find how the solutions are similar and different in how well they meet the criteria and constraints.,claude-4.6-sonnet-thinking,5.23
MS-ETS1-013,MS-ETS1,MS-ETS1-3,recall,What is the purpose of testing multiple design solutions instead of just one?,Testing multiple solutions allows engineers to identify the strengths and weaknesses of each design so they can find the best features to combine into an improved solution.,claude-4.6-sonnet-thinking,8.54
MS-ETS1-014,MS-ETS1,MS-ETS1-3,recall,What does it mean to 'combine' features from different design solutions?,Combining features means taking the best-performing characteristic from one design and the best-performing characteristic from another design to create a new solution that works better overall.,claude-4.6-sonnet-thinking,8.01
MS-ETS1-015,MS-ETS1,MS-ETS1-3,recall,What does 'best solution' mean in engineering design?,"The best solution is the design that most fully meets all the criteria for success while staying within the given constraints, as shown by the test data.",claude-4.6-sonnet-thinking,8.18
MS-ETS1-016,MS-ETS1,MS-ETS1-4,recall,What is a model used for in engineering design?,"A model is a representation of an object, system, or process that engineers use to test ideas, collect data, and predict how a design will perform without building the final product every time.",claude-4.6-sonnet-thinking,6.28
MS-ETS1-017,MS-ETS1,MS-ETS1-4,recall,What does 'optimize' mean in engineering?,To optimize a design means to improve it so it works as well as possible within the given constraints and best meets all the criteria.,claude-4.6-sonnet-thinking,8.38
MS-ETS1-018,MS-ETS1,MS-ETS1-4,recall,What is a simulation?,"A simulation is a computer-based model that mimics how a real object or process behaves, allowing engineers to test a design virtually and collect data without building a physical object.",claude-4.6-sonnet-thinking,6.62
MS-ETS1-019,MS-ETS1,MS-ETS1-4,recall,What is the purpose of collecting data during design testing?,Data collected during testing gives engineers evidence about how well a design is working so they can identify problems and decide what changes to make.,claude-4.6-sonnet-thinking,8.37
MS-ETS1-020,MS-ETS1,MS-ETS1-4,recall,What is a control variable in a design test?,A control variable is a factor that is kept the same throughout all tests so that only the variable being changed is responsible for any differences in results.,claude-4.6-sonnet-thinking,6.28
MS-ETS1-021,MS-ETS1,MS-ETS1-4,recall,What is meant by an 'optimal design' in engineering?,"An optimal design is the best possible solution that meets the criteria and stays within the constraints, often found after multiple rounds of testing and improving.",claude-4.6-sonnet-thinking,7.59
MS-ETS1-022,MS-ETS1,MS-ETS1-1,conceptual,Why does a design problem need to be defined with precision rather than vague descriptions?,"A precise definition gives everyone working on the problem the same clear target, so they can test whether solutions truly meet the requirements rather than guessing.",claude-4.6-sonnet-thinking,8.35
MS-ETS1-023,MS-ETS1,MS-ETS1-1,conceptual,How does a budget act as a constraint that shapes what solutions are possible for a design problem?,"A budget sets a maximum cost, so engineers can only consider materials and technologies that fit within that financial limit, eliminating otherwise good solutions that are too expensive.",claude-4.6-sonnet-thinking,8.47
MS-ETS1-024,MS-ETS1,MS-ETS1-2,conceptual,Why might the 'best' design solution score high on some criteria but low on others?,"Real-world designs involve trade-offs, meaning improving one feature—like speed—often comes at the cost of another—like cost or safety—so no single design is perfect in every way.",claude-4.6-sonnet-thinking,7.57
MS-ETS1-025,MS-ETS1,MS-ETS1-3,conceptual,Why is it useful to test multiple design solutions instead of just one?,Testing multiple solutions lets you compare how each one performs and find strengths in different designs that a single solution might not have. This gives you more information to create an improved design.,claude-4.6-sonnet-thinking,7.63
MS-ETS1-026,MS-ETS1,MS-ETS1-3,conceptual,Why might a design that scores highest overall in testing still not be the one engineers choose to build on?,"A design that scores highest overall might still have weaknesses in certain important criteria that another design handles better. Engineers look at performance across all criteria, not just a total score, to find the best features to combine.",claude-4.6-sonnet-thinking,8.14
MS-ETS1-027,MS-ETS1,MS-ETS1-4,conceptual,Why do engineers test a model of their design before building the real thing?,Testing a model lets engineers find problems and make improvements cheaply and safely before investing time and money in a full-scale version.,claude-4.6-sonnet-thinking,6.73
MS-ETS1-028,MS-ETS1,MS-ETS1-4,conceptual,How can a model that fails a test still be useful to an engineer?,"A failed test reveals specific weaknesses in the design, giving the engineer valuable information about what needs to be fixed or changed in the next iteration.",claude-4.6-sonnet-thinking,5.04
MS-ETS1-029,MS-ETS1,MS-ETS1-1,applied,You are designing a water bottle for hiking that must hold at least 32 ounces and weigh less than 8 ounces empty. Which part is the criterion (what it must do) and which is the constraint (a limit)?,Holding at least 32 ounces is the criterion because it defines what the bottle must accomplish. Weighing less than 8 ounces is a constraint because it sets a limit on the design.,claude-4.6-sonnet-thinking,7.66
MS-ETS1-030,MS-ETS1,MS-ETS1-1,applied,"A team is designing a solar-powered lamp for outdoor use. If their city only gets 4 hours of direct sunlight per day, how does that scientific fact act as a constraint on their design?",The 4-hour limit means the lamp's solar panel and battery must be designed to collect and store enough energy in only 4 hours to power the lamp for the full night. This limits how small or cheap the panel can be.,claude-4.6-sonnet-thinking,8.39
MS-ETS1-031,MS-ETS1,MS-ETS1-1,applied,A student wants to design a birdhouse to attract bluebirds. A science reference says bluebirds prefer entrance holes that are exactly 1.5 inches in diameter. How does this scientific principle affect the design criteria?,"The scientific fact about bluebird preferences becomes a precise criterion: the entrance hole must be 1.5 inches in diameter. Ignoring this would mean the birdhouse fails to attract bluebirds, so the design would not meet its goal.",claude-4.6-sonnet-thinking,8.9
MS-ETS1-032,MS-ETS1,MS-ETS1-1,applied,An engineer is designing a plastic food container. She discovers the plastic will take 400 years to break down in a landfill. How should this potential environmental impact affect how she defines her design problem?,"This environmental impact should become a constraint, such as requiring the container to be made from biodegradable or recyclable materials. Defining this constraint limits solutions to ones that are less harmful to the environment.",claude-4.6-sonnet-thinking,8.18
